r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
powers | bowers,"HITHER, all ye heav'nly pow'rs,",o5153-l11605,From your empyreal bow'rs;,o5153-l11610,/aʊəz/ | /aʊəz/,full,<b>a</b><b>a</b>,pers00024,o5153-w0320
fame | reclaim,And at great Edward's beam relume thy darken'd fame.,o5153-l16975,"In glory's sphere thy orbit to reclaim,",o5153-l16970,/eɪm/ | /eɪm/,full,abab<b>c</b><b>c</b>,pers00024,o5153-w0320
arrayed | shade,"But see in heav'nly panoply array'd,",o5153-l16980,"I view Pendragon burst the veiling shade,",o5153-l16990,/eɪd/ | /eɪd/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
gold | unfold,"Whose streaming radiance skirts the clouds with gold,",o5153-l16985,And all his blazing magnitude unfold!,o5153-l16995,/əʊld/ | /əʊld/,full,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
shade | arrayed,"I view Pendragon burst the veiling shade,",o5153-l16990,"But see in heav'nly panoply array'd,",o5153-l16980,/eɪd/ | /eɪd/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
unfold | gold,And all his blazing magnitude unfold!,o5153-l16995,"Whose streaming radiance skirts the clouds with gold,",o5153-l16985,/əʊld/ | /əʊld/,full,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
stand | band,"O'er yon broad tow'r he takes his airy stand,",o5153-l17000,"To his fam'd knights around, a laurel'd band,",o5153-l17010,/ænd/ | /ænd/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
throne | zone,"And pointing, Edward, towards the royal throne,",o5153-l17005,Shews on thy knee the bright sky-tinctur'd zone.,o5153-l17015,/əʊn/ | /əʊn/,full,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
band | stand,"To his fam'd knights around, a laurel'd band,",o5153-l17010,"O'er yon broad tow'r he takes his airy stand,",o5153-l17000,/ænd/ | /ænd/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
zone | throne,Shews on thy knee the bright sky-tinctur'd zone.,o5153-l17015,"And pointing, Edward, towards the royal throne,",o5153-l17005,/əʊn/ | /əʊn/,full,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
sound | crowned,"Virtue, he cries, (th' aetherial sound",o5153-l17020,Virtue on earth by British Edward crown'd.,o5153-l17030,/aʊnd/ | /aʊnd/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
hear | rear,Thy gross material organ cannot hear),o5153-l17025,Her rev'rend throne once more shall rear.,o5153-l17035,/ɪə/ | /ɪə/,full,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
crowned | sound,Virtue on earth by British Edward crown'd.,o5153-l17030,"Virtue, he cries, (th' aetherial sound",o5153-l17020,/aʊnd/ | /aʊnd/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
rear | hear,Her rev'rend throne once more shall rear.,o5153-l17035,Thy gross material organ cannot hear),o5153-l17025,/ɪə/ | /ɪə/,full,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
breast | caressed,To her own self-applauding breast,o5153-l17040,"She sees her aweful charms by kings caress'd,",o5153-l17050,/est/ | /est/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
retreat | mate,"Forc'd for reward no longer to retreat,",o5153-l17045,Sees honour woo her for his mate.,o5153-l17055,/iːt/ | /eɪt/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
caressed | breast,"She sees her aweful charms by kings caress'd,",o5153-l17050,To her own self-applauding breast,o5153-l17040,/est/ | /est/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
mate | retreat,Sees honour woo her for his mate.,o5153-l17055,"Forc'd for reward no longer to retreat,",o5153-l17045,/eɪt/ | /iːt/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
spouse | vows,"Honour, her heav'n-elected spouse,",o5153-l17060,"Now at yon altar plights his holy vows,",o5153-l17070,/aʊs/ | /aʊz/,half-vowelrhyme,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
withheld | sealed,"From her embrace by lawless pow'r with-held,",o5153-l17065,Vows by assenting Edward seal'd.,o5153-l17075,/eld/ | /iːld/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
vows | spouse,"Now at yon altar plights his holy vows,",o5153-l17070,"Honour, her heav'n-elected spouse,",o5153-l17060,/aʊz/ | /aʊs/,half-vowelrhyme,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
sealed | withheld,Vows by assenting Edward seal'd.,o5153-l17075,"From her embrace by lawless pow'r with-held,",o5153-l17065,/iːld/ | /eld/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
bride | pride,And now the fair angelic bride,o5153-l17080,To her late wedded lord with decent pride,o5153-l17090,/aɪd/ | /aɪd/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
land | band,"Gath'ring her noble train from ev'ry land,",o5153-l17085,Presents the venerable band.,o5153-l17095,/ænd/ | /ænd/,full,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
pride | bride,To her late wedded lord with decent pride,o5153-l17090,And now the fair angelic bride,o5153-l17080,/aɪd/ | /aɪd/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
band | land,Presents the venerable band.,o5153-l17095,"Gath'ring her noble train from ev'ry land,",o5153-l17085,/ænd/ | /ænd/,full,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
leads | proceeds,The great procession Edward leads;,o5153-l17100,"Incessant still the white-plum'd pomp proceeds,",o5153-l17110,/iːdz/ | /əʊsiːdz/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
thronged | prolonged,I see yon hallow'd dome with heroes throng'd:,o5153-l17105,Thro' time's eternal course prolong'd.,o5153-l17115,/ɒŋd/ | /ɒŋd/,full,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
proceeds | leads,"Incessant still the white-plum'd pomp proceeds,",o5153-l17110,The great procession Edward leads;,o5153-l17100,/əʊsiːdz/ | /iːdz/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
prolonged | thronged,Thro' time's eternal course prolong'd.,o5153-l17115,I see yon hallow'd dome with heroes throng'd:,o5153-l17105,/ɒŋd/ | /ɒŋd/,full,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
fame | name,"And you, dear partners of my fame,",o5153-l17120,"This noble ORDER shall retrieve our name,",o5153-l17130,/eɪm/ | /eɪm/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
boast | lost,Your ancient honours now again shall boast;,o5153-l17125,In visionary fables lost.,o5153-l17135,/əʊst/ | /ɒst/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
name | fame,"This noble ORDER shall retrieve our name,",o5153-l17130,"And you, dear partners of my fame,",o5153-l17120,/eɪm/ | /eɪm/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
lost | boast,In visionary fables lost.,o5153-l17135,Your ancient honours now again shall boast;,o5153-l17125,/ɒst/ | /əʊst/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
derived | revived,"This from our martial board deriv'd,",o5153-l17140,"More pleas'd to view our deeds by thee reviv'd,",o5153-l17150,/aɪvd/ | /aɪvd/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
own | outdone,"These for our brethren let us proudly own,",o5153-l17145,"Then griev'd, great king, to be outdone.",o5153-l17155,/əʊn/ | /ʌn/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
revived | derived,"More pleas'd to view our deeds by thee reviv'd,",o5153-l17150,"This from our martial board deriv'd,",o5153-l17140,/aɪvd/ | /aɪvd/,full,<b>a</b>b<b>a</b>b,pers00024,o5153-w0320
outdone | own,"Then griev'd, great king, to be outdone.",o5153-l17155,"These for our brethren let us proudly own,",o5153-l17145,/ʌn/ | /əʊn/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00024,o5153-w0320
lays | praise,Hail British prince! these faithful lays,o5153-l17160,Shall reassert thy ancient praise.,o5153-l17165,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>bccbdede,pers00024,o5153-w0320
praise | lays,Shall reassert thy ancient praise.,o5153-l17165,Hail British prince! these faithful lays,o5153-l17160,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>bccbdede,pers00024,o5153-w0320
unsung | hung,"Nor thee, O Windsor, shall I pass unsung,",o5153-l17170,To view thy sacred walls with trophies hung:,o5153-l17185,/ʌŋ/ | /ʌŋ/,full,aa<b>b</b>cc<b>b</b>dede,pers00024,o5153-w0320
gods | abodes,"Mansion of princes, and fit haunt of gods,",o5153-l17175,"Who frequent shall desert their bright abodes,",o5153-l17180,/ɒdz/ | /əʊdz/,half-pararhyme,aab<b>c</b><b>c</b>bdede,pers00024,o5153-w0320
abodes | gods,"Who frequent shall desert their bright abodes,",o5153-l17180,"Mansion of princes, and fit haunt of gods,",o5153-l17175,/əʊdz/ | /ɒdz/,half-pararhyme,aab<b>c</b><b>c</b>bdede,pers00024,o5153-w0320
hung | unsung,To view thy sacred walls with trophies hung:,o5153-l17185,"Nor thee, O Windsor, shall I pass unsung,",o5153-l17170,/ʌŋ/ | /ʌŋ/,full,aa<b>b</b>cc<b>b</b>dede,pers00024,o5153-w0320
renowned | crowned,"Thy walls by British Arthur first renown'd,",o5153-l17190,"By Edward now with deathless honours crown'd,",o5153-l17200,/aʊnd/ | /aʊnd/,full,aabccb<b>d</b>e<b>d</b>e,pers00024,o5153-w0320
fame | name,The early seat of chivalry and fame;,o5153-l17195,"Illustrious by his BIRTH, his GARTER, and his NAME.",o5153-l17205,/eɪm/ | /eɪm/,full,aabccbd<b>e</b>d<b>e</b>,pers00024,o5153-w0320
crowned | renowned,"By Edward now with deathless honours crown'd,",o5153-l17200,"Thy walls by British Arthur first renown'd,",o5153-l17190,/aʊnd/ | /aʊnd/,full,aabccb<b>d</b>e<b>d</b>e,pers00024,o5153-w0320
name | fame,"Illustrious by his BIRTH, his GARTER, and his NAME.",o5153-l17205,The early seat of chivalry and fame;,o5153-l17195,/eɪm/ | /eɪm/,full,aabccbd<b>e</b>d<b>e</b>,pers00024,o5153-w0320
maid | spread,Celestial maid!,o5153-l17780,"Whose vivid spirit thro' all nature spread,",o5153-l17790,/eɪd/ | /ed/,half-pararhyme,<b>a</b>b<b>a</b>bcdcdeeaafgfghiih,pers00024,o5153-w0320
maid | maid,Celestial maid!,o5153-l17780,"Celestial maid,",o5153-l17830,/eɪd/ | /eɪd/,identical,<b>a</b>babcdcdee<b>a</b>afgfghiih,pers00024,o5153-w0320
maid | aid,Celestial maid!,o5153-l17780,"And, as of old, impart thy heav'nly aid",o5153-l17835,/eɪd/ | /eɪd/,full,<b>a</b>babcdcdeea<b>a</b>fgfghiih,pers00024,o5153-w0320
flame | frame,"Bright spark of that aetherial flame,",o5153-l17785,Sustains and actuates this boundless frame!,o5153-l17795,/eɪm/ | /eɪm/,full,a<b>b</b>a<b>b</b>cdcdeeaafgfghiih,pers00024,o5153-w0320
spread | maid,"Whose vivid spirit thro' all nature spread,",o5153-l17790,Celestial maid!,o5153-l17780,/ed/ | /eɪd/,half-pararhyme,<b>a</b>b<b>a</b>bcdcdeeaafgfghiih,pers00024,o5153-w0320
spread | maid,"Whose vivid spirit thro' all nature spread,",o5153-l17790,"Celestial maid,",o5153-l17830,/ed/ | /eɪd/,half-pararhyme,ab<b>a</b>bcdcdee<b>a</b>afgfghiih,pers00024,o5153-w0320
spread | aid,"Whose vivid spirit thro' all nature spread,",o5153-l17790,"And, as of old, impart thy heav'nly aid",o5153-l17835,/ed/ | /eɪd/,half-pararhyme,ab<b>a</b>bcdcdeea<b>a</b>fgfghiih,pers00024,o5153-w0320
frame | flame,Sustains and actuates this boundless frame!,o5153-l17795,"Bright spark of that aetherial flame,",o5153-l17785,/eɪm/ | /eɪm/,full,a<b>b</b>a<b>b</b>cdcdeeaafgfghiih,pers00024,o5153-w0320
known | throne,"O by whatever stile to mortals known,",o5153-l17800,"Divine assessor of the regal throne,",o5153-l17810,/əʊn/ | /əʊn/,full,abab<b>c</b>d<b>c</b>deeaafgfghiih,pers00024,o5153-w0320
zeal | weal,"Virtue, benevolence, or public zeal,",o5153-l17805,"Divine protectress of the common weal,",o5153-l17815,/iːl/ | /iːl/,full,ababc<b>d</b>c<b>d</b>eeaafgfghiih,pers00024,o5153-w0320
throne | known,"Divine assessor of the regal throne,",o5153-l17810,"O by whatever stile to mortals known,",o5153-l17800,/əʊn/ | /əʊn/,full,abab<b>c</b>d<b>c</b>deeaafgfghiih,pers00024,o5153-w0320
weal | zeal,"Divine protectress of the common weal,",o5153-l17815,"Virtue, benevolence, or public zeal,",o5153-l17805,/iːl/ | /iːl/,full,ababc<b>d</b>c<b>d</b>eeaafgfghiih,pers00024,o5153-w0320
infuse | muse,O in our hearts thy energy infuse!,o5153-l17820,"Be thou our Muse,",o5153-l17825,/uːz/ | /uːz/,full,ababcdcd<b>e</b><b>e</b>aafgfghiih,pers00024,o5153-w0320
muse | infuse,"Be thou our Muse,",o5153-l17825,O in our hearts thy energy infuse!,o5153-l17820,/uːz/ | /uːz/,full,ababcdcd<b>e</b><b>e</b>aafgfghiih,pers00024,o5153-w0320
maid | maid,"Celestial maid,",o5153-l17830,Celestial maid!,o5153-l17780,/eɪd/ | /eɪd/,identical,<b>a</b>babcdcdee<b>a</b>afgfghiih,pers00024,o5153-w0320
maid | spread,"Celestial maid,",o5153-l17830,"Whose vivid spirit thro' all nature spread,",o5153-l17790,/eɪd/ | /ed/,half-pararhyme,ab<b>a</b>bcdcdee<b>a</b>afgfghiih,pers00024,o5153-w0320
maid | aid,"Celestial maid,",o5153-l17830,"And, as of old, impart thy heav'nly aid",o5153-l17835,/eɪd/ | /eɪd/,full,ababcdcdee<b>a</b><b>a</b>fgfghiih,pers00024,o5153-w0320
aid | maid,"And, as of old, impart thy heav'nly aid",o5153-l17835,Celestial maid!,o5153-l17780,/eɪd/ | /eɪd/,full,<b>a</b>babcdcdeea<b>a</b>fgfghiih,pers00024,o5153-w0320
aid | spread,"And, as of old, impart thy heav'nly aid",o5153-l17835,"Whose vivid spirit thro' all nature spread,",o5153-l17790,/eɪd/ | /ed/,half-pararhyme,ab<b>a</b>bcdcdeea<b>a</b>fgfghiih,pers00024,o5153-w0320
aid | maid,"And, as of old, impart thy heav'nly aid",o5153-l17835,"Celestial maid,",o5153-l17830,/eɪd/ | /eɪd/,full,ababcdcdee<b>a</b><b>a</b>fgfghiih,pers00024,o5153-w0320
fire | lyre,"To those, who warm'd by thy benignant fire,",o5153-l17840,"Devoted ever their recording lyre,",o5153-l17850,/æə/ | /aɪə/,half-pararhyme,ababcdcdeeaa<b>f</b>g<b>f</b>ghiih,pers00024,o5153-w0320
good | flood,To public merit and their country's good,o5153-l17845,"Wont along DEVA'S sacred flood,",o5153-l17855,/ʊd/ | /ʌd/,half-pararhyme,ababcdcdeeaaf<b>g</b>f<b>g</b>hiih,pers00024,o5153-w0320
lyre | fire,"Devoted ever their recording lyre,",o5153-l17850,"To those, who warm'd by thy benignant fire,",o5153-l17840,/aɪə/ | /æə/,half-pararhyme,ababcdcdeeaa<b>f</b>g<b>f</b>ghiih,pers00024,o5153-w0320
flood | good,"Wont along DEVA'S sacred flood,",o5153-l17855,To public merit and their country's good,o5153-l17845,/ʌd/ | /ʊd/,half-pararhyme,ababcdcdeeaaf<b>g</b>f<b>g</b>hiih,pers00024,o5153-w0320
retired | inspired,"Or, beneath Mona's oak retir'd,",o5153-l17860,The bright heroic flames by thee inspir'd.,o5153-l17875,/æəd/ | /æəd/,full,ababcdcdeeaafgfg<b>h</b>ii<b>h</b>,pers00024,o5153-w0320
lays | praise,"To warble forth their patriot lays,",o5153-l17865,And nourish with immortal praise,o5153-l17870,/eɪz/ | /eɪz/,full,ababcdcdeeaafgfgh<b>i</b><b>i</b>h,pers00024,o5153-w0320
praise | lays,And nourish with immortal praise,o5153-l17870,"To warble forth their patriot lays,",o5153-l17865,/eɪz/ | /eɪz/,full,ababcdcdeeaafgfgh<b>i</b><b>i</b>h,pers00024,o5153-w0320
inspired | retired,The bright heroic flames by thee inspir'd.,o5153-l17875,"Or, beneath Mona's oak retir'd,",o5153-l17860,/æəd/ | /æəd/,full,ababcdcdeeaafgfg<b>h</b>ii<b>h</b>,pers00024,o5153-w0320
feel | zeal,"I feel, I feel",o5153-l17880,"My bounding veins distend with fervent zeal,",o5153-l17890,/iːl/ | /iːl/,full,<b>a</b>b<b>a</b>bcdcdeeffghghikki,pers00024,o5153-w0320
heat | beat,Thy soul-invigorating heat;,o5153-l17885,And to Britannia's fame responsive beat. —,o5153-l17895,/iːt/ | /iːt/,full,a<b>b</b>a<b>b</b>cdcdeeffghghikki,pers00024,o5153-w0320
zeal | feel,"My bounding veins distend with fervent zeal,",o5153-l17890,"I feel, I feel",o5153-l17880,/iːl/ | /iːl/,full,<b>a</b>b<b>a</b>bcdcdeeffghghikki,pers00024,o5153-w0320
beat | heat,And to Britannia's fame responsive beat. —,o5153-l17895,Thy soul-invigorating heat;,o5153-l17885,/iːt/ | /iːt/,full,a<b>b</b>a<b>b</b>cdcdeeffghghikki,pers00024,o5153-w0320
changed | ranged,"Hail Albion, native country! but how chang'd",o5153-l17900,Thy howling forests! where together rang'd,o5153-l17910,/eɪndʒd/ | /eɪndʒd/,full,abab<b>c</b>d<b>c</b>deeffghghikki,pers00024,o5153-w0320
gay | prey,"Thy once grim aspect, how adorn'd and gay",o5153-l17905,The naked hunter and his savage prey:,o5153-l17915,/eɪ/ | /eɪ/,full,ababc<b>d</b>c<b>d</b>eeffghghikki,pers00024,o5153-w0320
ranged | changed,Thy howling forests! where together rang'd,o5153-l17910,"Hail Albion, native country! but how chang'd",o5153-l17900,/eɪndʒd/ | /eɪndʒd/,full,abab<b>c</b>d<b>c</b>deeffghghikki,pers00024,o5153-w0320
prey | gay,The naked hunter and his savage prey:,o5153-l17915,"Thy once grim aspect, how adorn'd and gay",o5153-l17905,/eɪ/ | /eɪ/,full,ababc<b>d</b>c<b>d</b>eeffghghikki,pers00024,o5153-w0320
woods | floods,Where amid black inhospitable woods,o5153-l17920,The sedge-grown floods,o5153-l17925,/ʊdz/ | /ʌdz/,half-pararhyme,ababcdcd<b>e</b><b>e</b>ffghghikki,pers00024,o5153-w0320
floods | woods,The sedge-grown floods,o5153-l17925,Where amid black inhospitable woods,o5153-l17920,/ʌdz/ | /ʊdz/,half-pararhyme,ababcdcd<b>e</b><b>e</b>ffghghikki,pers00024,o5153-w0320
strayed | surveyed,All cheerless stray'd.,o5153-l17930,"Not in their lonely wand'ring course survey'd,",o5153-l17935,/eɪd/ | /eɪd/,full,ababcdcdee<b>f</b><b>f</b>ghghikki,pers00024,o5153-w0320
surveyed | strayed,"Not in their lonely wand'ring course survey'd,",o5153-l17935,All cheerless stray'd.,o5153-l17930,/eɪd/ | /eɪd/,full,ababcdcdee<b>f</b><b>f</b>ghghikki,pers00024,o5153-w0320
fane | plain,"Or tow'r, or castle, heav'n-ascending fane,",o5153-l17940,"And joyous industry, or furrow'd plain,",o5153-l17950,/eɪn/ | /eɪn/,full,ababcdcdeeff<b>g</b>h<b>g</b>hikki,pers00024,o5153-w0320
peace | fleece,"Or lowly village, residence of peace",o5153-l17945,"Or lowing herd, or silver fleece",o5153-l17955,/iːs/ | /iːs/,full,ababcdcdeeffg<b>h</b>g<b>h</b>ikki,pers00024,o5153-w0320
plain | fane,"And joyous industry, or furrow'd plain,",o5153-l17950,"Or tow'r, or castle, heav'n-ascending fane,",o5153-l17940,/eɪn/ | /eɪn/,full,ababcdcdeeff<b>g</b>h<b>g</b>hikki,pers00024,o5153-w0320
fleece | peace,"Or lowing herd, or silver fleece",o5153-l17955,"Or lowly village, residence of peace",o5153-l17945,/iːs/ | /iːs/,full,ababcdcdeeffg<b>h</b>g<b>h</b>ikki,pers00024,o5153-w0320
vale | sail,That whitens now each verdant vale;,o5153-l17960,"Swift heralds of Britannia's glory, sail.",o5153-l17975,/ɑːleɪ/ | /eɪl/,half-vowelrhyme,ababcdcdeeffghgh<b>i</b>kk<b>i</b>,pers00024,o5153-w0320
store | shore,While laden with their precious store,o5153-l17965,"Far trading barks to every shore,",o5153-l17970,/ɔː/ | /ɔː/,full,ababcdcdeeffghghi<b>k</b><b>k</b>i,pers00024,o5153-w0320
shore | store,"Far trading barks to every shore,",o5153-l17970,While laden with their precious store,o5153-l17965,/ɔː/ | /ɔː/,full,ababcdcdeeffghghi<b>k</b><b>k</b>i,pers00024,o5153-w0320
sail | vale,"Swift heralds of Britannia's glory, sail.",o5153-l17975,That whitens now each verdant vale;,o5153-l17960,/eɪl/ | /ɑːleɪ/,half-vowelrhyme,ababcdcdeeffghgh<b>i</b>kk<b>i</b>,pers00024,o5153-w0320
face | grace,These are thy shining works: this smiling face,o5153-l17980,"Deck'd by each handmaid art, each polish'd grace,",o5153-l17990,/eɪs/ | /eɪs/,full,<b>a</b>b<b>a</b>bccddefefghiihgkklmlm,pers00024,o5153-w0320
state | wait,"Of beauteous nature thus in regal state,",o5153-l17985,That on fair liberty and order wait.,o5153-l17995,/eɪt/ | /eɪt/,full,a<b>b</b>a<b>b</b>ccddefefghiihgkklmlm,pers00024,o5153-w0320
grace | face,"Deck'd by each handmaid art, each polish'd grace,",o5153-l17990,These are thy shining works: this smiling face,o5153-l17980,/eɪs/ | /eɪs/,full,<b>a</b>b<b>a</b>bccddefefghiihgkklmlm,pers00024,o5153-w0320
wait | state,That on fair liberty and order wait.,o5153-l17995,"Of beauteous nature thus in regal state,",o5153-l17985,/eɪt/ | /eɪt/,full,a<b>b</b>a<b>b</b>ccddefefghiihgkklmlm,pers00024,o5153-w0320
repose | owes,"This pomp, these riches, this repose,",o5153-l18000,To thee imperial Britain owes.,o5153-l18005,/əʊz/ | /əʊz/,full,abab<b>c</b><b>c</b>ddefefghiihgkklmlm,pers00024,o5153-w0320
owes | repose,To thee imperial Britain owes.,o5153-l18005,"This pomp, these riches, this repose,",o5153-l18000,/əʊz/ | /əʊz/,full,abab<b>c</b><b>c</b>ddefefghiihgkklmlm,pers00024,o5153-w0320
heaven | given,"To thee, great substitute of heav'n,",o5153-l18010,To whom the charge of earthly realms was giv'n;,o5153-l18015,/evn/ | /ɪvn/,half-pararhyme,ababcc<b>d</b><b>d</b>efefghiihgkklmlm,pers00024,o5153-w0320
given | heaven,To whom the charge of earthly realms was giv'n;,o5153-l18015,"To thee, great substitute of heav'n,",o5153-l18010,/ɪvn/ | /evn/,half-pararhyme,ababcc<b>d</b><b>d</b>efefghiihgkklmlm,pers00024,o5153-w0320
plan | man,Their social systems by wise nature's plan,o5153-l18020,To teach the selfish soul of wayward man,o5153-l18030,/æn/ | /æn/,full,ababccdd<b>e</b>f<b>e</b>fghiihgkklmlm,pers00024,o5153-w0320
laws | cause,To form and rule by her eternal laws;,o5153-l18025,"To seek the publick good, and aid the common cause.",o5153-l18035,/ɔːz/ | /ɔːz/,full,ababccdde<b>f</b>e<b>f</b>ghiihgkklmlm,pers00024,o5153-w0320
